generated_texts_mistral_7b_finetuned
['Mathematics']	
['Physics']	
['Physics']	
['Physics']	
['Mathematics']	
['Quantitative Biology']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Statistics']	
"['Computer Science', 'Mathematics']	"
['Mathematics']	
['Computer Science']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Physics', 'Mathematics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
['Statistics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Physics']	
['Mathematics']	
['Computer Science']	
['Physics']	
['Computer Science']	
['Physics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Physics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Statistics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
"['Physics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Physics']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Mathematics']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Mathematics']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Statistics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Computer Science']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Physics']	
['Physics']	
['Statistics']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Mathematics']	
['Quantitative Biology']	
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Physics', 'Mathematics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Physics']	
['Quantitative Finance']	
['Statistics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Quantitative Finance']	
['Computer Science']	
['Physics']	
['Physics']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
['Statistics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Physics']	"
['Physics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
['Quantitative Finance']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
"['Physics', 'Mathematics']	"
['Computer Science']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Statistics']	
['Physics']	
['Quantitative Biology']	
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Statistics']	
['Physics']	
['Quantitative Biology']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Quantitative Biology']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Physics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Physics']	
['Statistics']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Quantitative Biology']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
['Statistics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Physics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Statistics']	
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Mathematics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Physics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
['Quantitative Biology']	
['Mathematics']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Statistics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Mathematics']	
['Physics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Statistics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Statistics']	
['Physics']	
['Computer Science']	
['Physics']	
['Quantitative Finance']	
"['Computer Science', 'Physics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Quantitative Finance']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Physics']	
['Quantitative Finance']	
['Statistics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Mathematics']	
"['Physics', 'Mathematics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Physics']	
['Mathematics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Physics']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Quantitative Finance']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
